age,screen_damage,battery_damage,model_name,price,ram,rom,make_receive_call,touch_screen_working,isOriginalScreen
1,1,4,OnePlus 9,20000,8.0,128,True,False,True
2,4,1,OnePlus 9,48000,8.0,512,False,True,True
2,1,3,OnePlus 9,46500,8.0,256,True,True,False
2,5,5,OnePlus 9,45000,8.0,64,True,False,False
2,3,5,OnePlus 9,43500,4.0,32,True,False,False
2,5,3,OnePlus 9,1499,12.0,32,False,False,False
2,4,4,OnePlus 9,40500,12.0,32,True,True,False
2,4,3,OnePlus 9,1499,2.0,128,False,False,False
2,1,3,OnePlus 9,37500,12.0,512,False,True,True
2,5,3,OnePlus 9,36000,8.0,512,False,True,True
2,4,1,OnePlus 9,34500,12.0,64,False,False,True
2,5,3,OnePlus 9,33000,6.0,128,True,True,True
2,3,1,OnePlus 9,46500,6.0,128,False,False,True
2,5,4,OnePlus 9,45000,6.0,128,True,False,False
2,3,5,OnePlus 9,1499,12.0,64,False,False,False
2,1,2,OnePlus 9,42000,4.0,256,True,False,False
2,3,2,OnePlus 9,40500,8.0,256,False,True,True
2,4,1,OnePlus 9,39000,8.0,256,True,False,False
2,3,5,OnePlus 9,37500,4.0,32,True,False,False
2,5,1,OnePlus 9,36000,2.0,128,True,False,True
2,1,4,OnePlus 9,34500,8.0,64,True,False,True
2,3,2,OnePlus 9,33000,8.0,128,False,False,True
2,5,5,OnePlus 9,31500,4.0,128,True,True,False
2,2,2,OnePlus 9,45000,8.0,32,True,True,False
2,2,2,OnePlus 9,43500,6.0,128,True,True,False
2,3,1,OnePlus 9,42000,8.0,256,True,True,False
2,1,4,OnePlus 9,40500,2.0,512,True,False,False
2,5,2,OnePlus 9,39000,6.0,32,False,True,False
2,3,4,OnePlus 9,37500,12.0,64,False,False,True
2,3,2,OnePlus 9,36000,4.0,64,False,False,True
2,4,3,OnePlus 9,34500,6.0,64,True,False,False
2,5,1,OnePlus 9,33000,2.0,128,True,False,False
2,5,1,OnePlus 9,31500,4.0,64,False,True,True
2,3,1,OnePlus 9,30000,6.0,256,False,True,True
2,1,3,OnePlus 9,43500,2.0,64,True,True,False
2,3,1,OnePlus 9,42000,4.0,512,True,False,False
2,1,4,OnePlus 9,40500,6.0,64,True,True,False
2,1,5,OnePlus 9,39000,4.0,128,False,True,False
2,4,2,OnePlus 9,37500,6.0,64,True,False,True
2,5,2,OnePlus 9,36000,4.0,256,False,True,True
2,5,2,OnePlus 9,34500,4.0,32,False,False,True
2,2,5,OnePlus 9,33000,8.0,32,True,False,True
2,1,5,OnePlus 9,31500,6.0,512,True,True,True
2,1,2,OnePlus 9,30000,8.0,64,True,False,True
2,4,1,OnePlus 9,28500,4.0,256,True,False,True
2,3,2,OnePlus 9,42000,12.0,64,False,True,False
2,2,4,OnePlus 9,40500,12.0,128,False,False,True
2,5,1,OnePlus 9,1499,8.0,512,False,False,False
2,5,1,OnePlus 9,37500,6.0,512,True,True,True
2,1,2,OnePlus 9,1499,4.0,32,False,False,False
2,4,4,OnePlus 9,34500,2.0,128,False,True,True
2,2,5,OnePlus 9,33000,12.0,128,False,True,False
2,4,5,OnePlus 9,31500,6.0,128,True,True,True
2,1,2,OnePlus 9,30000,8.0,256,True,False,True
2,4,1,OnePlus 9,28500,6.0,256,True,False,True
2,5,4,OnePlus 9,27000,12.0,32,False,True,True
2,4,1,OnePlus 9,1499,12.0,32,False,False,False
2,2,5,OnePlus 9,39000,4.0,512,True,True,False
2,1,2,OnePlus 9,37500,4.0,64,True,True,False
2,2,3,OnePlus 9,36000,2.0,32,False,False,True
2,4,1,OnePlus 9,34500,12.0,512,True,True,False
2,3,2,OnePlus 9,33000,4.0,512,False,True,True
2,1,2,OnePlus 9,31500,2.0,64,True,True,True
2,4,3,OnePlus 9,30000,12.0,32,True,False,True
2,5,3,OnePlus 9,28500,6.0,512,True,True,True
2,1,3,OnePlus 9,27000,4.0,32,False,True,False
2,4,5,OnePlus 9,1499,4.0,32,False,False,False
2,3,5,OnePlus 9,1499,8.0,512,False,False,False
2,2,5,OnePlus 9,37500,12.0,32,False,True,True
2,3,4,OnePlus 9,36000,2.0,32,False,False,True
2,1,4,OnePlus 9,1499,4.0,64,False,False,False
2,4,2,OnePlus 9,33000,12.0,128,True,True,True
2,4,1,OnePlus 9,1499,4.0,128,False,False,False
2,1,1,OnePlus 9,1499,12.0,512,False,False,False
2,1,4,OnePlus 9,28500,2.0,256,True,False,True
2,1,2,OnePlus 9,27000,8.0,512,True,False,True
2,5,1,OnePlus 9,25500,4.0,256,True,True,True
2,4,3,OnePlus 9,24000,2.0,64,False,False,True
2,4,2,OnePlus 9,1499,6.0,64,False,False,False
2,1,3,OnePlus 9,1499,6.0,32,False,False,False
2,5,3,OnePlus 9,34500,12.0,128,True,True,False
2,3,3,OnePlus 9,33000,8.0,256,False,False,True
2,3,2,OnePlus 9,31500,8.0,64,True,False,True
2,1,3,OnePlus 9,30000,12.0,64,True,True,False
2,3,3,OnePlus 9,28500,12.0,128,True,False,False
2,4,2,OnePlus 9,27000,12.0,128,False,True,False
2,5,5,OnePlus 9,25500,6.0,64,False,True,True
2,4,3,OnePlus 9,24000,4.0,512,True,False,True
2,5,5,OnePlus 9,1499,12.0,512,False,False,False
2,5,1,OnePlus 9,1499,2.0,512,False,False,False
2,1,5,OnePlus 9,34500,4.0,512,False,True,False
2,3,3,OnePlus 9,33000,12.0,256,False,True,True
2,5,4,OnePlus 9,31500,4.0,32,False,False,True
2,4,1,OnePlus 9,30000,6.0,32,False,True,False
2,5,5,OnePlus 9,28500,6.0,512,True,True,True
2,2,4,OnePlus 9,1499,8.0,512,False,False,False
2,5,2,OnePlus 9,1499,8.0,64,False,False,False
2,3,4,OnePlus 9,24000,4.0,32,False,True,True
2,1,4,OnePlus 9,22500,2.0,256,True,False,True
2,1,3,OnePlus 9,21000,12.0,256,False,False,True
2,3,3,OnePlus 9,34500,4.0,32,False,True,False
2,3,4,OnePlus 9,33000,6.0,128,False,True,False
2,1,3,OnePlus 9,31500,6.0,256,True,False,True
2,2,3,OnePlus 9,1499,4.0,256,False,False,False
2,5,4,OnePlus 9,28500,2.0,32,True,False,True
2,3,3,OnePlus 9,27000,4.0,512,False,True,False
2,1,4,OnePlus 9,25500,2.0,256,True,False,True
2,1,4,OnePlus 9,24000,4.0,32,True,True,False
2,4,2,OnePlus 9,22500,2.0,512,False,True,True
2,5,5,OnePlus 9,1499,2.0,256,False,False,False
2,1,4,OnePlus 9,19500,2.0,256,True,False,True
2,4,5,OnePlus 9,33000,8.0,32,False,True,True
2,1,5,OnePlus 9,31500,6.0,32,True,False,False
2,2,1,OnePlus 9,30000,12.0,32,False,True,True
2,4,4,OnePlus 9,28500,6.0,256,True,False,False
2,3,1,OnePlus 9,27000,8.0,256,True,True,True
2,3,2,OnePlus 9,25500,8.0,256,True,False,True
2,1,4,OnePlus 9,24000,2.0,32,False,False,True
2,2,1,OnePlus 9,1499,4.0,64,False,False,False
2,5,4,OnePlus 9,21000,4.0,64,True,True,False
2,1,2,OnePlus 9,19500,12.0,128,True,True,False
2,2,4,OnePlus 9,18000,6.0,64,True,False,True
3,3,3,OnePlus 9,46000,4.0,256,True,True,True
3,1,5,OnePlus 9,44500,4.0,32,True,False,False
3,5,2,OnePlus 9,43000,6.0,128,True,True,False
3,2,2,OnePlus 9,41500,6.0,512,True,True,False
3,1,4,OnePlus 9,40000,8.0,256,True,False,False
3,4,2,OnePlus 9,38500,2.0,256,False,True,False
3,1,4,OnePlus 9,37000,12.0,64,False,False,True
3,5,4,OnePlus 9,35500,4.0,32,False,True,True
3,4,5,OnePlus 9,34000,12.0,128,True,True,False
3,4,5,OnePlus 9,32500,8.0,32,True,True,False
3,5,5,OnePlus 9,31000,8.0,32,True,True,True
3,2,3,OnePlus 9,44500,8.0,32,True,True,False
3,1,2,OnePlus 9,43000,6.0,64,False,True,True
3,4,2,OnePlus 9,41500,6.0,512,True,False,True
3,2,4,OnePlus 9,40000,8.0,64,True,False,True
3,3,1,OnePlus 9,38500,6.0,128,False,True,False
3,5,4,OnePlus 9,37000,2.0,512,True,False,False
3,5,4,OnePlus 9,35500,12.0,128,False,False,True
3,2,4,OnePlus 9,34000,6.0,512,True,True,False
3,1,1,OnePlus 9,32500,4.0,128,True,False,False
3,5,1,OnePlus 9,31000,12.0,32,False,False,True
3,1,2,OnePlus 9,29500,2.0,32,False,True,True
3,4,5,OnePlus 9,43000,6.0,128,False,False,True
3,5,1,OnePlus 9,41500,4.0,256,True,True,True
3,5,5,OnePlus 9,1499,6.0,32,False,False,False
3,4,5,OnePlus 9,38500,4.0,32,True,True,False
3,1,2,OnePlus 9,37000,6.0,128,False,True,False
3,5,2,OnePlus 9,35500,6.0,512,False,True,False
3,2,5,OnePlus 9,34000,4.0,256,False,True,True
3,5,3,OnePlus 9,32500,6.0,256,True,False,False
3,2,1,OnePlus 9,1499,4.0,512,False,False,False
3,4,5,OnePlus 9,29500,12.0,64,True,False,False
3,1,2,OnePlus 9,28000,6.0,512,True,True,False
3,2,2,OnePlus 9,41500,12.0,128,True,False,True
3,2,5,OnePlus 9,40000,12.0,64,False,True,True
3,4,1,OnePlus 9,38500,8.0,128,True,True,True
3,3,4,OnePlus 9,37000,4.0,64,False,True,True
3,5,4,OnePlus 9,35500,8.0,256,False,True,False
3,5,4,OnePlus 9,34000,2.0,128,True,True,False
3,4,3,OnePlus 9,32500,6.0,64,True,True,False
3,4,4,OnePlus 9,31000,8.0,512,True,True,False
3,2,4,OnePlus 9,29500,2.0,32,True,True,False
3,3,2,OnePlus 9,28000,6.0,256,False,True,False
3,2,1,OnePlus 9,26500,2.0,32,False,True,False
3,3,2,OnePlus 9,40000,8.0,64,False,True,False
3,3,2,OnePlus 9,38500,2.0,128,True,True,False
3,1,3,OnePlus 9,37000,2.0,32,False,False,True
3,1,5,OnePlus 9,35500,2.0,32,False,True,True
3,3,1,OnePlus 9,1499,8.0,32,False,False,False
3,4,2,OnePlus 9,32500,2.0,64,False,False,True
3,5,1,OnePlus 9,31000,6.0,512,False,False,True
3,2,3,OnePlus 9,29500,6.0,64,False,True,False
3,2,1,OnePlus 9,28000,2.0,32,True,False,True
3,4,5,OnePlus 9,26500,6.0,512,False,True,True
3,1,5,OnePlus 9,25000,8.0,64,True,True,True
3,5,3,OnePlus 9,38500,12.0,64,False,True,True
3,3,4,OnePlus 9,37000,2.0,128,True,False,True
3,4,4,OnePlus 9,35500,6.0,64,True,False,True
3,5,1,OnePlus 9,34000,4.0,256,False,False,True
3,4,1,OnePlus 9,1499,2.0,64,False,False,False
3,4,2,OnePlus 9,31000,6.0,64,True,True,False
3,3,1,OnePlus 9,1499,6.0,32,False,False,False
3,5,5,OnePlus 9,28000,4.0,256,False,True,False
3,2,1,OnePlus 9,26500,6.0,64,True,False,False
3,1,2,OnePlus 9,25000,6.0,256,False,True,False
3,5,3,OnePlus 9,23500,6.0,128,True,True,True
3,3,3,OnePlus 9,37000,12.0,512,True,False,True
3,5,5,OnePlus 9,35500,12.0,64,True,False,False
3,4,2,OnePlus 9,34000,4.0,64,True,True,False
3,1,2,OnePlus 9,32500,4.0,256,True,True,False
3,1,3,OnePlus 9,31000,12.0,64,True,True,True
3,1,2,OnePlus 9,29500,2.0,64,True,True,False
3,4,2,OnePlus 9,28000,6.0,32,False,True,True
3,5,4,OnePlus 9,26500,8.0,512,False,True,False
3,3,5,OnePlus 9,25000,4.0,128,False,True,True
3,2,4,OnePlus 9,1499,6.0,128,False,False,False
3,3,4,OnePlus 9,22000,2.0,128,True,False,True
3,2,5,OnePlus 9,35500,6.0,128,True,False,False
3,3,4,OnePlus 9,34000,8.0,32,False,True,True
3,5,3,OnePlus 9,32500,4.0,64,True,False,True
3,4,1,OnePlus 9,31000,8.0,512,True,True,True
3,2,2,OnePlus 9,29500,2.0,64,True,False,True
3,4,2,OnePlus 9,28000,12.0,64,False,True,False
3,2,3,OnePlus 9,26500,6.0,64,False,True,False
3,1,2,OnePlus 9,25000,8.0,512,True,True,False
3,3,2,OnePlus 9,23500,12.0,512,True,False,False
3,3,1,OnePlus 9,1499,6.0,128,False,False,False
3,4,3,OnePlus 9,20500,12.0,256,False,True,False
3,1,5,OnePlus 9,1499,4.0,128,False,False,False
3,5,3,OnePlus 9,1499,6.0,512,False,False,False
3,1,1,OnePlus 9,31000,2.0,128,True,False,True
3,1,4,OnePlus 9,29500,4.0,256,True,False,True
3,1,2,OnePlus 9,28000,6.0,128,True,False,False
3,3,5,OnePlus 9,26500,6.0,256,True,True,True
3,3,3,OnePlus 9,25000,4.0,64,True,False,True
3,3,2,OnePlus 9,23500,4.0,512,True,False,True
3,3,4,OnePlus 9,1499,4.0,512,False,False,False
3,4,4,OnePlus 9,20500,8.0,64,False,True,True
3,3,2,OnePlus 9,1499,6.0,32,False,False,False
3,5,5,OnePlus 9,1499,2.0,128,False,False,False
3,4,5,OnePlus 9,31000,6.0,32,False,True,False
3,2,5,OnePlus 9,29500,6.0,32,True,False,True
3,3,3,OnePlus 9,28000,8.0,64,True,False,False
3,3,2,OnePlus 9,26500,6.0,32,False,True,False
3,4,3,OnePlus 9,25000,6.0,32,False,True,True
3,5,5,OnePlus 9,23500,8.0,256,False,False,True
3,5,1,OnePlus 9,22000,6.0,512,False,False,True
3,1,2,OnePlus 9,20500,6.0,32,False,True,False
3,2,4,OnePlus 9,19000,6.0,256,True,False,False
3,1,3,OnePlus 9,17500,6.0,512,True,False,False
3,5,1,OnePlus 9,31000,12.0,32,True,True,False
3,1,1,OnePlus 9,29500,6.0,32,True,True,True
3,5,2,OnePlus 9,28000,4.0,64,True,True,False
3,2,2,OnePlus 9,26500,4.0,256,False,True,True
3,1,5,OnePlus 9,1499,8.0,32,False,False,False
3,1,1,OnePlus 9,23500,4.0,128,False,False,True
3,1,4,OnePlus 9,22000,12.0,128,False,True,False
3,2,5,OnePlus 9,20500,12.0,128,False,True,True
3,3,3,OnePlus 9,19000,12.0,32,True,False,True
3,5,5,OnePlus 9,17500,2.0,512,True,False,True
3,2,5,OnePlus 9,16000,2.0,256,False,False,True
4,2,1,OnePlus 9,1499,6.0,128,False,False,False
4,2,5,OnePlus 9,42500,2.0,256,True,False,False
4,1,1,OnePlus 9,41000,8.0,32,True,True,True
4,4,4,OnePlus 9,39500,8.0,512,True,False,True
4,5,1,OnePlus 9,38000,8.0,32,True,False,False
4,5,4,OnePlus 9,36500,12.0,256,True,True,True
4,3,4,OnePlus 9,35000,12.0,32,False,True,True
4,4,3,OnePlus 9,33500,2.0,64,True,False,False
4,5,1,OnePlus 9,32000,12.0,64,True,True,False
4,2,2,OnePlus 9,30500,8.0,512,True,False,True
4,4,2,OnePlus 9,29000,12.0,32,True,True,True
4,4,5,OnePlus 9,42500,6.0,512,False,True,False
4,1,4,OnePlus 9,41000,2.0,64,True,False,False
4,4,2,OnePlus 9,39500,6.0,512,True,False,True
4,5,1,OnePlus 9,38000,2.0,128,False,False,True
4,4,5,OnePlus 9,1499,8.0,128,False,False,False
4,4,1,OnePlus 9,35000,8.0,512,True,False,True
4,4,2,OnePlus 9,33500,2.0,256,True,True,False
4,3,1,OnePlus 9,32000,4.0,32,True,False,False
4,5,2,OnePlus 9,30500,12.0,64,False,False,True
4,4,4,OnePlus 9,29000,2.0,64,True,False,False
4,1,2,OnePlus 9,27500,12.0,32,False,True,True
4,4,4,OnePlus 9,41000,6.0,256,True,False,True
4,3,2,OnePlus 9,39500,2.0,32,True,False,False
4,1,2,OnePlus 9,38000,4.0,128,False,True,False
4,3,1,OnePlus 9,36500,6.0,128,True,True,True
4,2,2,OnePlus 9,35000,6.0,512,False,True,True
4,1,1,OnePlus 9,33500,2.0,128,True,True,False
4,2,4,OnePlus 9,32000,2.0,32,False,True,True
4,1,1,OnePlus 9,1499,2.0,256,False,False,False
4,1,4,OnePlus 9,29000,4.0,512,True,False,False
4,3,2,OnePlus 9,27500,2.0,128,True,True,False
4,5,1,OnePlus 9,26000,8.0,64,True,False,True
4,2,2,OnePlus 9,39500,6.0,512,False,True,False
4,3,4,OnePlus 9,38000,2.0,32,False,False,True
4,5,4,OnePlus 9,36500,8.0,64,True,False,True
4,5,4,OnePlus 9,35000,6.0,256,False,False,True
4,1,1,OnePlus 9,33500,12.0,128,True,True,True
4,3,2,OnePlus 9,32000,8.0,64,True,False,False
4,3,4,OnePlus 9,30500,2.0,64,True,False,False
4,5,5,OnePlus 9,29000,2.0,64,False,True,True
4,2,2,OnePlus 9,1499,2.0,32,False,False,False
4,3,4,OnePlus 9,1499,12.0,512,False,False,False
4,1,2,OnePlus 9,24500,2.0,512,True,False,True
4,2,5,OnePlus 9,1499,2.0,512,False,False,False
4,2,1,OnePlus 9,36500,12.0,32,True,False,True
4,4,1,OnePlus 9,35000,6.0,64,False,True,True
4,4,1,OnePlus 9,33500,12.0,32,False,True,False
4,4,2,OnePlus 9,32000,12.0,64,True,True,True
4,4,5,OnePlus 9,30500,12.0,512,True,True,True
4,1,5,OnePlus 9,29000,6.0,256,True,True,True
4,4,4,OnePlus 9,27500,12.0,512,True,True,False
4,4,4,OnePlus 9,26000,6.0,64,False,True,False
4,4,5,OnePlus 9,24500,8.0,512,False,False,True
4,4,3,OnePlus 9,23000,12.0,32,False,True,False
4,1,1,OnePlus 9,36500,6.0,128,True,False,False
4,4,3,OnePlus 9,35000,2.0,256,True,True,True
4,4,3,OnePlus 9,33500,6.0,32,False,True,True
4,5,5,OnePlus 9,32000,8.0,512,True,True,True
4,2,2,OnePlus 9,30500,6.0,64,True,True,False
4,3,5,OnePlus 9,29000,4.0,64,True,True,False
4,4,3,OnePlus 9,27500,2.0,128,False,True,True
4,1,3,OnePlus 9,26000,2.0,32,False,True,True
4,2,4,OnePlus 9,24500,8.0,256,True,True,False
4,5,2,OnePlus 9,23000,6.0,256,True,True,False
4,3,1,OnePlus 9,21500,4.0,512,True,True,False
4,5,5,OnePlus 9,35000,8.0,32,True,False,False
4,1,4,OnePlus 9,33500,6.0,32,False,True,False
4,1,4,OnePlus 9,32000,6.0,512,True,True,True
4,4,5,OnePlus 9,30500,6.0,32,True,False,True
4,5,5,OnePlus 9,29000,8.0,256,False,True,False
4,1,1,OnePlus 9,27500,2.0,64,False,True,False
4,2,3,OnePlus 9,1499,8.0,256,False,False,False
4,3,3,OnePlus 9,24500,6.0,32,True,False,False
4,1,4,OnePlus 9,23000,12.0,32,False,True,False
4,3,5,OnePlus 9,21500,8.0,64,False,True,False
4,1,3,OnePlus 9,20000,6.0,64,True,True,True
4,3,2,OnePlus 9,33500,6.0,512,True,False,False
4,2,3,OnePlus 9,32000,6.0,64,True,False,True
4,2,2,OnePlus 9,30500,12.0,128,False,True,False
4,1,2,OnePlus 9,29000,6.0,128,True,False,False
4,5,5,OnePlus 9,27500,8.0,32,True,True,True
4,5,3,OnePlus 9,26000,12.0,64,False,True,True
4,1,5,OnePlus 9,24500,6.0,64,True,True,True
4,5,3,OnePlus 9,23000,6.0,256,True,False,False
4,5,1,OnePlus 9,21500,8.0,512,True,False,False
4,4,4,OnePlus 9,1499,6.0,256,False,False,False
4,2,4,OnePlus 9,18500,8.0,64,True,False,False
4,4,4,OnePlus 9,32000,8.0,32,True,False,True
4,3,4,OnePlus 9,30500,8.0,128,True,False,True
4,2,2,OnePlus 9,29000,12.0,64,False,False,True
4,3,3,OnePlus 9,27500,2.0,128,False,False,True
4,5,2,OnePlus 9,1499,6.0,32,False,False,False
4,1,1,OnePlus 9,24500,6.0,64,False,False,True
4,5,1,OnePlus 9,23000,12.0,128,False,True,False
4,2,1,OnePlus 9,21500,8.0,128,True,False,True
4,3,4,OnePlus 9,20000,12.0,128,False,False,True
4,3,4,OnePlus 9,18500,4.0,256,True,True,True
4,3,3,OnePlus 9,17000,8.0,128,False,True,False
4,2,1,OnePlus 9,30500,2.0,64,True,True,True
4,1,3,OnePlus 9,29000,6.0,256,False,True,True
4,2,1,OnePlus 9,1499,6.0,512,False,False,False
4,3,4,OnePlus 9,26000,12.0,64,False,True,True
4,4,3,OnePlus 9,24500,6.0,64,True,False,False
4,3,4,OnePlus 9,23000,6.0,512,True,False,True
4,5,3,OnePlus 9,21500,4.0,64,True,False,False
4,2,1,OnePlus 9,20000,6.0,128,False,True,True
4,4,2,OnePlus 9,18500,4.0,128,False,True,False
4,4,5,OnePlus 9,17000,8.0,32,True,False,False
4,2,2,OnePlus 9,15500,6.0,64,False,True,False
4,4,5,OnePlus 9,29000,6.0,32,False,True,False
4,4,4,OnePlus 9,27500,2.0,128,False,True,False
4,3,4,OnePlus 9,26000,2.0,128,False,True,False
4,4,5,OnePlus 9,24500,6.0,512,False,False,True
4,2,2,OnePlus 9,23000,8.0,128,False,True,True
4,1,4,OnePlus 9,21500,8.0,64,True,False,True
4,4,4,OnePlus 9,20000,4.0,128,True,True,False
4,3,1,OnePlus 9,18500,12.0,128,True,False,True
4,4,2,OnePlus 9,1499,8.0,64,False,False,False
4,5,3,OnePlus 9,15500,12.0,256,False,True,False
4,5,4,OnePlus 9,14000,8.0,32,True,True,True
5,5,5,OnePlus 9,42000,2.0,32,True,True,True
5,1,1,OnePlus 9,40500,6.0,32,True,True,False
5,5,2,OnePlus 9,39000,12.0,64,False,True,False
5,4,3,OnePlus 9,37500,2.0,256,False,True,False
5,5,1,OnePlus 9,1499,2.0,256,False,False,False
5,2,2,OnePlus 9,34500,12.0,128,True,True,True
5,5,3,OnePlus 9,33000,6.0,512,True,False,True
5,1,4,OnePlus 9,31500,4.0,32,False,True,False
5,2,3,OnePlus 9,30000,4.0,512,False,True,False
5,2,1,OnePlus 9,28500,6.0,64,True,True,True
5,2,5,OnePlus 9,27000,8.0,32,False,True,True
5,2,5,OnePlus 9,40500,4.0,512,False,True,True
5,4,5,OnePlus 9,39000,8.0,128,True,True,True
5,4,2,OnePlus 9,1499,8.0,128,False,False,False
5,2,1,OnePlus 9,36000,6.0,512,True,True,True
5,2,1,OnePlus 9,1499,2.0,512,False,False,False
5,2,2,OnePlus 9,33000,12.0,32,True,True,False
5,1,1,OnePlus 9,31500,2.0,512,True,False,True
5,2,4,OnePlus 9,30000,8.0,512,True,False,False
5,3,1,OnePlus 9,28500,6.0,256,False,True,True
5,1,2,OnePlus 9,27000,4.0,32,False,False,True
5,3,3,OnePlus 9,1499,8.0,512,False,False,False
5,4,2,OnePlus 9,1499,4.0,512,False,False,False
5,5,2,OnePlus 9,37500,2.0,128,True,True,True
5,5,4,OnePlus 9,36000,4.0,64,False,True,False
5,4,1,OnePlus 9,34500,6.0,32,True,True,True
5,5,3,OnePlus 9,33000,12.0,256,False,True,True
5,3,2,OnePlus 9,31500,6.0,512,True,True,False
5,5,4,OnePlus 9,30000,4.0,512,True,True,False
5,5,4,OnePlus 9,28500,12.0,256,True,False,False
5,1,3,OnePlus 9,27000,12.0,64,True,True,True
5,3,3,OnePlus 9,25500,2.0,512,False,True,False
5,2,2,OnePlus 9,24000,12.0,32,True,False,False
5,5,5,OnePlus 9,37500,4.0,64,True,False,True
5,2,3,OnePlus 9,36000,2.0,512,False,False,True
5,5,5,OnePlus 9,34500,8.0,32,True,True,False
5,5,3,OnePlus 9,33000,6.0,256,False,False,True
5,2,3,OnePlus 9,31500,12.0,64,True,False,True
5,2,3,OnePlus 9,1499,4.0,32,False,False,False
5,5,1,OnePlus 9,28500,8.0,32,True,True,False
5,1,5,OnePlus 9,1499,4.0,128,False,False,False
5,5,2,OnePlus 9,25500,12.0,32,True,True,True
5,2,1,OnePlus 9,24000,2.0,512,True,True,False
5,4,1,OnePlus 9,1499,12.0,32,False,False,False
5,5,1,OnePlus 9,36000,8.0,256,False,False,True
5,3,2,OnePlus 9,1499,6.0,256,False,False,False
5,3,2,OnePlus 9,33000,6.0,32,True,True,True
5,2,3,OnePlus 9,31500,4.0,256,True,False,True
5,4,3,OnePlus 9,1499,6.0,256,False,False,False
5,5,1,OnePlus 9,28500,2.0,128,True,True,False
5,4,5,OnePlus 9,27000,8.0,256,True,False,False
5,2,1,OnePlus 9,25500,2.0,256,True,True,False
5,4,5,OnePlus 9,1499,4.0,64,False,False,False
5,4,5,OnePlus 9,22500,6.0,512,False,True,True
5,4,3,OnePlus 9,21000,2.0,32,True,True,True
5,2,5,OnePlus 9,34500,12.0,512,False,False,True
5,2,2,OnePlus 9,33000,6.0,512,False,True,True
5,1,5,OnePlus 9,31500,6.0,32,True,True,True
5,4,4,OnePlus 9,30000,8.0,256,False,True,True
5,2,2,OnePlus 9,1499,4.0,256,False,False,False
5,2,4,OnePlus 9,1499,12.0,128,False,False,False
5,5,3,OnePlus 9,25500,4.0,128,True,True,True
5,1,5,OnePlus 9,24000,6.0,256,True,False,True
5,3,2,OnePlus 9,22500,2.0,32,True,True,False
5,1,1,OnePlus 9,21000,4.0,128,False,True,True
5,2,5,OnePlus 9,19500,6.0,64,True,False,True
5,5,1,OnePlus 9,33000,4.0,128,False,True,True
5,3,1,OnePlus 9,31500,4.0,32,False,True,True
5,1,1,OnePlus 9,30000,12.0,256,False,True,True
5,4,4,OnePlus 9,28500,8.0,32,True,True,True
5,4,5,OnePlus 9,27000,2.0,256,True,True,True
5,2,3,OnePlus 9,25500,4.0,64,False,True,False
5,2,3,OnePlus 9,24000,8.0,32,True,False,False
5,2,3,OnePlus 9,22500,6.0,128,False,False,True
5,3,4,OnePlus 9,21000,12.0,512,False,True,True
5,4,3,OnePlus 9,19500,4.0,256,False,False,True
5,5,4,OnePlus 9,18000,2.0,32,False,False,True
5,5,3,OnePlus 9,31500,12.0,128,True,False,False
5,4,5,OnePlus 9,1499,6.0,128,False,False,False
5,3,5,OnePlus 9,28500,2.0,128,False,False,True
5,2,2,OnePlus 9,27000,4.0,32,True,True,True
5,4,4,OnePlus 9,25500,2.0,64,True,False,True
5,5,1,OnePlus 9,24000,2.0,64,False,True,False
5,2,5,OnePlus 9,22500,12.0,128,False,True,True
5,4,1,OnePlus 9,21000,6.0,32,False,True,False
5,3,4,OnePlus 9,19500,2.0,32,True,False,False
5,4,2,OnePlus 9,18000,4.0,256,False,False,True
5,3,4,OnePlus 9,16500,4.0,512,True,False,False
5,1,1,OnePlus 9,30000,4.0,512,False,True,True
5,4,5,OnePlus 9,28500,6.0,512,False,False,True
5,1,5,OnePlus 9,27000,8.0,32,False,True,True
5,3,3,OnePlus 9,1499,4.0,32,False,False,False
5,1,4,OnePlus 9,24000,12.0,256,False,True,True
5,2,5,OnePlus 9,22500,4.0,128,True,False,True
5,2,2,OnePlus 9,21000,6.0,32,False,True,False
5,4,1,OnePlus 9,19500,4.0,256,True,True,False
5,2,4,OnePlus 9,18000,2.0,32,False,False,True
5,4,4,OnePlus 9,16500,12.0,256,True,False,False
5,3,2,OnePlus 9,15000,6.0,128,False,True,False
5,4,3,OnePlus 9,28500,4.0,256,True,False,True
5,2,5,OnePlus 9,27000,4.0,512,True,False,True
5,2,1,OnePlus 9,25500,2.0,256,False,True,False
5,2,2,OnePlus 9,24000,2.0,256,False,True,True
5,2,5,OnePlus 9,1499,6.0,128,False,False,False
5,3,4,OnePlus 9,21000,2.0,512,False,False,True
5,4,3,OnePlus 9,19500,12.0,64,True,False,False
5,1,2,OnePlus 9,18000,4.0,512,True,True,True
5,1,2,OnePlus 9,1499,6.0,256,False,False,False
5,4,1,OnePlus 9,15000,8.0,32,False,True,False
5,5,5,OnePlus 9,13500,2.0,512,True,False,False
5,3,1,OnePlus 9,27000,8.0,32,True,True,True
5,5,4,OnePlus 9,25500,4.0,256,False,False,True
5,2,5,OnePlus 9,24000,12.0,256,True,True,True
5,3,5,OnePlus 9,1499,8.0,128,False,False,False
5,1,1,OnePlus 9,21000,6.0,128,False,True,True
5,4,2,OnePlus 9,19500,4.0,64,False,True,True
5,1,2,OnePlus 9,18000,8.0,128,True,True,False
